additional_info,amenities,check_in_date,check_out_date,city,country,crawl_date,description,highlight_value,hotel_star_rating,image_count,image_urls,internet,landmark,latitude,longitude,occupancy,pageurl,property_address,property_id,property_name,property_type,qts,query_time_stamp,room_price,room_types,search_term,service_value,similar_hotel,sitename,things_to_do,things_to_note,uniq_id
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"","","",13,http://stay-imgs.stayzilla.com/resize/1200x800/89054/804858.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804824.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804822.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804826.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804828.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804830.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804832.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804836.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804838.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804844.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804848.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804850.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/89054/804854.jpg,"","",25.2960072,83.0004349,1 Adult 2 Kids,https://www.stayzilla.com/stays/hkj-international-89054?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"DURGAKUND, Varanasi",89054,HKJ International,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,1667per night incl. tax,Super Deluxe AC Single,"",Not Verified,Hotel Mrk|Hotel HKJ Residency|Hotel HKJ Palace|Hotel Ashoka Grand,www.stayzilla.com,"",All taxes.|Complimentary Breakfast.,a6ddb39c1e6fcc4e7f99f61415e18f4b
Acceptance Rate:100 percent|Response Time:47 minutes,Newspaper|AC,04-08-2016,05-08-2016,Latur,India,2016-07-20,"What should you know? The hotel is situated on Silver Jublee Road. It offers facilities like a front desk, valet parking, laundry service, internet access, bar, and video conferencing facility. The property provides accommodation in rooms that come with in-room services like cable television, and an attached bathroom. Guests staying at this property can enjoy the culinary delights of the in-house multi-cuisine restaurant that serves a variety of local and regional dishes.Why should you stay here? The location of this hotel is convenient for visitors as it is well connected, near to the bus stop and is within walking distance from Nana Nani Park and Rama Big Cinemas.","","",6,http://stay-imgs.stayzilla.com/resize/1200x800/50706/340482.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50706/340314.png|http://stay-imgs.stayzilla.com/resize/1200x800/50706/340468.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50706/340476.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50706/340478.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50706/340480.jpg,"","",18.3994274,76.57341,1 Adult 1 Kid,https://www.stayzilla.com/stays/hotel-relax-50706?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Opposite Nana Nani park, Latur",50706,Hotel Relax,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,445per night incl. tax,Single Non-A/C Rooms,"",Not Verified,"",www.stayzilla.com,"",All taxes.,d906b021c64f3c281603622d00284922
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|Pickup & Drop,04-08-2016,05-08-2016,Begusarai,India,2016-07-20,"","","","","","","",25.4113846,86.1317215,2 Adults 2 Kids,https://www.stayzilla.com/stays/ram-janki-guest-house-55226?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near Sabji Mandi., Begusarai",55226,Ram Janki Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,200per night incl. tax,Non A/c Double(Type 1),"",Not Verified,"",www.stayzilla.com,"",All taxes.|Kindly Note:|Extra Bed will be provided on additional charges by the Hotel Management at the time of direct check-in.,f8d523e813edfc4098ab6e1a4c160278
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Patna,India,2016-07-20,"What should you know? Hotel Chanakya Inn consists of 4 floors that have 33 well-equipped rooms, which have been constructed with modern amenities. The hotel provides reliable hospitality and sight-seeing assistance. There is the option of hiring luxurious cars for travelling at this hotel. Other facilities include state of the art fitness center and a conference facility for business or family events. All the rooms have been built with an AC, internet facility, doctor on call service, and laundry services. The hotel accept all major debit and credit cards.Why should you stay here? The hotel is close to Chandni Market and the famous temple called Mahavir Mandir.","","",39,http://stay-imgs.stayzilla.com/resize/1200x800/43050/936274.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/225386.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/225382.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/225384.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/225388.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/225390.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/225392.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936208.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936210.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936212.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936214.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936216.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936218.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936220.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936222.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936224.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936226.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936228.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936230.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936232.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936234.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936236.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936238.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936240.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936242.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936244.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936246.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936248.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936250.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936252.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936254.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936256.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936258.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936260.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936262.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936264.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936266.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936268.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43050/936270.jpg,"","",25.60145,85.1385269,1 Adult 2 Kids,https://www.stayzilla.com/stays/chanakya-inn-43050?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Karbighiya, Patna",43050,Chanakya Inn,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,1690per night incl. tax,Day Use Room (9 am - 6pm),"",Not Verified,Hotel Matrya Inn|Hotel Abhimit Residency|Hotel Vinayak International|Hotel Sarvodaya,www.stayzilla.com,"",Complimentary Breakfast.|Complimentary Wi-Fi.,4b11cd8159e4928a09547b2c9a980d33
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Elevator|Parking|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Located in the heart of Varanasi, Hotel Atithi Satkaar lies in the Godowlia area. The hotel is within easy access from many attractions such as Shri Kashi Vishwanath Temple and Dashashwamedh Ghat. This hotel offers superior rooms and suites with all the amenities. It is around 24 km from Lal Bahadur Shastri International Airport and Varanasi Junction Railway Station is around 5 km away. A budget hotel that comes in handy when travelling with friends or family. It provides various amenities like a doctor-on-call, travel desk, parking area, and 24x7 room service.Why should you stay here? Hotel Atithi Satkaar provides an ideal base to explore Varanasi, the city of Ghats.","","",10,http://stay-imgs.stayzilla.com/resize/1200x800/32940/346502.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32940/346406.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32940/346416.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32940/346418.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32940/346482.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32940/346484.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32940/346486.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32940/346488.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32940/346490.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32940/346492.jpg,"","",25.3096542,83.003418,2 Adults 2 Kids,https://www.stayzilla.com/stays/atithi-satkaar-hotel-32940?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Godowlia, Varanasi",32940,Atithi Satkaar Hotel,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,1563per night incl. tax,Double Non-A/C Rooms,"",Not Verified,Hotel HKJ Residency|Hotel Lara India|Hotel Deva Inn|Hotel HKJ Palace,www.stayzilla.com,"","All taxes.|Complimentary WiFi.|Kindly Note:-|100% advance payment.|This tariff is not applicable for long weekends, government holidays and festival period.",2d11e79db803c6077605938a5c2cf342
Acceptance Rate:100 percent|Response Time:< 6 hours,Bar|Parking|AC,04-08-2016,05-08-2016,Kurnool,India,2016-07-20,"What should you know? Rajavihar Deluxe Hotel has 5 categories of rooms- standard non AC, standard AC, Superior, RV Suite, and Budget Rooms. There are 50 rooms fitted with amenities like attached bathroom, colour tv, refrigerator and air-conditioning. The hotel houses a vegetarian restaurant, a non-vegetarian restaurant, and an air-conditioned bar and restaurant. Tourists can visit popular places like Belum Caves, Birla Mandir, Srisailam, Rollapadu Bird Sanctuary, Mahanandi, Gundla Brahmeswaram Wildlife Sanctuary, Ahobilam, Kurnool Fort, Nagarjunasagar Srisailam Sanctuary, Alampur, Mantralayam, Tomb of Abdul Wahab, Yaganti and many more. The hotel is located 198 km from Rajiv Gandhi International Airport, 2 km from Kurnool Railway Station and 1 km from Kurnool Bus Stand.Why should you stay here? Rajavihar Deluxe Hotel is situated caters to both vacationers as well as business travellers.","","","","","","",15.8276701,78.0354233,1 Adult 1 Kid,https://www.stayzilla.com/stays/hotel-rajavihar-deluxe-11974?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,", Kurnool",11974,Hotel Rajavihar Deluxe,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,1302per night incl. tax,Single Non-A/C Rooms,"",Not Verified,The Mourya Inn|BAS Regency|Sai Priyankas Comfort Inn,www.stayzilla.com,"",Complimentary Break Fast.,c5b912a954d518501d2d274d7efa19bf
Acceptance Rate:100 percent|Response Time:< 6 hours,"",04-08-2016,05-08-2016,Matheran,India,2016-07-20,"What should you know? Hotel Lakeview has been in operation for the last 10 years in Matheran. Located on the foothills of the beautiful Sahyadri Hills, the hotel has rooms, which are equipped with all the basic facilities, the rooms are well-furnished and spacious. Some of the amenities provided by the hotel are in-house laundry, doctor-on-call, and a well-informed travel desk.Why should you stay here? Prabal Fort and Hart Point are tourist spots located close to the hotel.","","",7,http://stay-imgs.stayzilla.com/resize/1200x800/14018/88431.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14018/88419.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14018/88415.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14018/88417.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14018/88423.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14018/88425.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14018/88429.jpg,"","",18.9815674,73.2681885,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-lakeview-14018?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Shivaji Road, Matheran",14018,Hotel Lakeview,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,1334per night incl. tax,Standard Double Without TV,"",Not Verified,"",www.stayzilla.com,"",Kindly Notes:|Hotelier want 100% advance payment for every booking|Cancellations as per Hotel Terms & conditions|Hotelier accept only 2 Nights booking on 2-4 October|Tariff will be not valid during festival & long weekend,78c343ba0c050aa4b7f3227a1cb1823b
Acceptance Rate:100 percent|Response Time:< 6 hours,Bar|Card Payment|Parking|AC,04-08-2016,05-08-2016,Thiruvalla,India,2016-07-20,"","","","","","","",9.3895922,76.5785675,2 Adults 2 Kids,https://www.stayzilla.com/stays/panchami-hotel-24291?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near Thiruvalla Railway Station, Thiruvalla",24291,Panchami Hotel,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,950per night incl. tax,Double Non-A/C Rooms,"",Not Verified,Hotel Vani|Bhagavath Gardens,www.stayzilla.com,"",Kindly Note :|Extra Bed will be provided with Additional Charges by the Hotel Management in the time of Direct check-in.,21ab3a630c0e5b6c0336d7fac7b67793
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,04-08-2016,05-08-2016,Tiruchirappalli,India,2016-07-20,"What should you know? Occupying an area of about 5 ½ acres, SRM Hotel consists of independent cottages as well as a new tower block. All the villas and rooms in this hotel are centrally air conditioned and equipped with color television, direct dial telephone, internet connection, energy saver systems, and an attached bathroom with 24 hour hot/cold water. The guests who are inclined to enjoy liquors can visit the onsite bar, On the Rock. SRM Hotel is no more than 10 minutes from the airport. Tourist spots like Jambukeswarar Temple, Government Museum, Rock Fort temple, and Mukkombu (Upper Anaicut) are close by.Why should you stay here? SRM hotel lies close to some of the top tourist attractions in the region.","","",43,http://stay-imgs.stayzilla.com/resize/1200x800/12114/468510.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468432.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468412.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468414.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468416.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468418.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468420.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468422.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468424.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468426.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468428.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468434.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468436.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468440.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468442.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468444.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468446.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468448.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468450.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468452.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468458.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468460.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468462.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468464.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468466.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468468.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468470.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468472.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468478.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468480.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468482.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468484.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468486.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468488.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468490.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468492.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468494.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468496.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468498.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468500.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468502.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468504.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/12114/468506.jpg,"","",10.7750578,78.6983337,2 Adults 2 Kids,https://www.stayzilla.com/stays/srm-hotel-12114?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Kajamalai, Tiruchirappalli",12114,SRM Hotel,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,3112per night incl. tax,Executive Room Double,"",Not Verified,Grand Gardenia|Sangam Hotel Trichy,www.stayzilla.com,"",Complimentary Buffet Breakfast at the Restaurant between 7.00 AM to 10.00AM|Complimentary Tea/Coffee Maker|Free Usage of Wi-Fi Internet services|Free Usage of Swimming pool and Fitness center|Kindly Note:|Before check in 100% Advance payment,920bd4cf5633d82e92b9efda7f0299bd
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,04-08-2016,05-08-2016,Imphal,India,2016-07-20,"","","","","","","",24.8139801,93.9393921,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-imphal-95558?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,", Imphal",95558,Hotel Imphal,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,1800per night incl. tax,CLASSIC STANDARD (Non AC) (CP),"",Not Verified,"",www.stayzilla.com,"",Kindly Note:|Complimentary Wifi.,3c7abc85e9d8de248d0e305c0b26c6d2
Acceptance Rate:100 percent|Response Time:18 minutes,Newspaper|AC,04-08-2016,05-08-2016,Imphal,India,2016-07-20,"","","","","","","",24.8140354,93.9393997,1 Adult 1 Kid,https://www.stayzilla.com/stays/hotel-apollo-73598?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Thangal Bazar, Imphal",73598,Hotel Apollo,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,889per night incl. tax,Single Non-A/C Rooms,"",Not Verified,"",www.stayzilla.com,"","",4711ed182b1472695278e4f34f4e9310
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Veg Only|Parking|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Om Guest House offers comfortable accommodation in both air-conditioned and non-AC guest rooms. It provides modern amenities like railway station transfer, taxi service, yoga classes, laundry service, a doctor on call, guide service, and room service. The hotel has 16 well-appointed rooms with amenities like shower area, hot/cold water supply, well-maintained attached bathrooms, Wi-Fi access in all its rooms, DVD player on request, a telephone, and a television. It is situated close to River Ganga, Sankat Mochan Temple, and Harishchandra Ghat. . The bus station as well as the railway station are approximately 6 km from the hotel while Lal Bahadur Shastri International Airport is around 26 km away.Why should you stay here? It has several prominent tourist attractions at close proximity.","","",3,http://stay-imgs.stayzilla.com/resize/1200x800/48518/257512.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48518/257514.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48518/257510.jpg,"","",25.2858295,83.0054855,1 Adult 1 Kid,https://www.stayzilla.com/stays/om-guest-house-48518?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Assi ghat, Varanasi",48518,Om Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,237per night incl. tax,Single Non-A/C Rooms,"",Not Verified,Holy City Paying Guest House|Peace Home Paying Guest House,www.stayzilla.com,"",Kindly Note:|Extra bed will be provided at additional charges that has to be paid to the hotel management at the time of direct check-in.,95b5b55e175c7a1387cd8747e9c7535c
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Pickup & Drop|Parking|AC,04-08-2016,05-08-2016,Lalitpur,India,2016-07-20,"","","","","","","",24.6929932,78.404129,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-kailash-80676?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near Station Road, Lalitpur",80676,Hotel Kailash,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,945per night incl. tax,Deluxe A/c Double Room,"",Not Verified,Hotel Anand Residency,www.stayzilla.com,"","",2013c56f1b808024890a195eba577176
Acceptance Rate:100 percent|Response Time:< 6 hours,Free Breakfast|Newspaper,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,It is sometimes used by people who wish to improve their language skills and become familiar with the local lifestyle.,"","",21,http://stay-imgs.stayzilla.com/resize/1200x800/108666/874922.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984982.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984962.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984970.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984972.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984974.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984976.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984978.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984980.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984984.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984986.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984988.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984990.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984992.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984994.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984996.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/984998.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/1015812.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/1015820.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/874918.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108666/874920.jpg,"","",25.2890091,82.9684067,1 Adult 0 Kid,https://www.stayzilla.com/stays/sakila-homestay-108666?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Kakarmata, Varanasi",108666,Sakila Homestay,Homestay,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,473per night incl. tax,Non A/c Single,"",Verified,Sabah Homestay,www.stayzilla.com,"","",d021e9477577a9d26367293ef4564396
Acceptance Rate:100 percent|Response Time:< 6 hours,Veg Only|Newspaper|Parking|AC,04-08-2016,05-08-2016,Lalitpur,India,2016-07-20,"","","","","","","",24.7009792,78.4200745,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-golden-drive-68390?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,", Lalitpur",68390,Hotel Golden Drive,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,1334per night incl. tax,Deluxe A/c Double,"",Not Verified,"",www.stayzilla.com,"","All taxes.|Kindly Note:|Hotel doesnt have Restaurant in the Premises but Food will be provided on Home Made Breakfast OR Order basis.|Breakfast will be provided on Order basis.|Pick up and drop will be provided at additional charges.|Above rates are not applicable during weekend, government holidays and festival period.",be7c9b377f9866f61cae4c38126afc19
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Bar|Card Payment|Parking|AC,04-08-2016,05-08-2016,Yamuna Nagar,India,2016-07-20,What should you know?00 noon. There is an extra charge for additional occupancy.Why should you stay here? Jyoti Hotel is close to various important tourist and commercial areas of the town.,"","",12,http://stay-imgs.stayzilla.com/resize/1200x800/24721/110103.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110105.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110083.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110085.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110087.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110089.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110091.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110093.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110095.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110097.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110099.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/24721/110101.jpg,"","",30.1319199,77.2808533,2 Adults 2 Kids,https://www.stayzilla.com/stays/jyoti-hotel-24721?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Sarojini Colony, Yamuna Nagar",24721,Jyoti Hotel,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,2770per night incl. tax,Semi Deluxe Room A/c,"",Not Verified,Hotel JK Residency,www.stayzilla.com,"",All taxes.|Complimentary High speed Wi-Fi internet services in rooms.,363ef6d862a5ac3d486cbc06e68de58a
